Subject,Stim,Condition,StimSoundIn1.Filename,SubTrialList.Cycle,SubTrialList.Sample,SubTrialList,phonetic_cons,semantic_trans,frequency,correctRT,log_F(base10),PhonN,,
16,潭,phsh,behavioral_naming-16-1Stim-113.wav,2,73,33,consistent,transparent,532,455,2.725911632,4,,
16,殲,plsh,behavioral_naming-16-1Stim-114.wav,2,74,34,inconsistent,transparent,249,563,2.396199347,5,,
16,晏,plsh,behavioral_naming-16-1Stim-115.wav,2,75,35,inconsistent,transparent,531,970,2.725094521,8,,
16,映,plsl,behavioral_naming-16-1Stim-116.wav,2,76,36,inconsistent,opaque,845,501,2.926856709,8,,
16,誓,plsl,behavioral_naming-16-1Stim-117.wav,2,77,37,inconsistent,opaque,1049,363,3.020775488,6,,
16,熬,phsh,behavioral_naming-16-1Stim-118.wav,2,78,38,consistent,transparent,614,392,2.788168371,10,,
16,幅,phsh,behavioral_naming-16-1Stim-119.wav,2,79,39,consistent,transparent,25457,366,4.405807223,9,,
16,符,phsl,behavioral_naming-16-1Stim-120.wav,2,80,40,consistent,opaque,3583,440,3.554246808,4,,
16,仰,plsh,behavioral_naming-16-1Stim-121.wav,3,81,1,inconsistent,transparent,1809,482,3.257438567,4,,
16,註,phsh,behavioral_naming-16-1Stim-122.wav,3,82,2,consistent,transparent,680,409,2.832508913,10,,
16,櫻,phsl,behavioral_naming-16-1Stim-123.wav,3,83,3,consistent,opaque,251,406,2.399673721,4,,
16,醃,phsl,behavioral_naming-16-1Stim-124.wav,3,84,4,consistent,opaque,210,460,2.322219295,9,,
16,禪,plsh,behavioral_naming-16-1Stim-125.wav,3,85,5,inconsistent,transparent,835,647,2.921686475,9,,
16,烤,phsh,behavioral_naming-16-1Stim-126.wav,3,86,6,consistent,transparent,1961,454,3.292477594,3,,
16,韁,phsh,behavioral_naming-16-1Stim-127.wav,3,87,7,consistent,transparent,31,495,1.491361694,5,,
16,燭,plsh,behavioral_naming-16-1Stim-128.wav,3,88,8,inconsistent,transparent,152,464,2.181843588,6,,
16,揪,plsh,behavioral_naming-16-1Stim-129.wav,3,89,9,inconsistent,transparent,192,464,2.283301229,7,,
16,陷,plsl,behavioral_naming-16-1Stim-130.wav,3,90,10,inconsistent,opaque,3990,488,3.600972896,7,,
16,戀,plsh,behavioral_naming-16-1Stim-131.wav,3,91,11,inconsistent,transparent,1813,428,3.258397804,11,,
16,埋,plsh,behavioral_naming-16-1Stim-132.wav,3,92,12,inconsistent,transparent,4182,454,3.621384028,10,,
16,逞,phsl,behavioral_naming-16-1Stim-133.wav,3,93,13,consistent,opaque,438,397,2.641474111,4,,
16,賺,plsh,behavioral_naming-16-1Stim-134.wav,3,94,14,inconsistent,transparent,7415,438,3.870111155,9,,
16,癱,phsl,behavioral_naming-16-1Stim-135.wav,3,95,15,consistent,opaque,204,424,2.309630167,3,,
16,颳,plsh,behavioral_naming-16-1Stim-136.wav,3,96,16,inconsistent,transparent,335,502,2.525044807,6,,
16,剁,phsh,behavioral_naming-16-1Stim-137.wav,3,97,17,consistent,transparent,81,464,1.908485019,3,,
16,餓,phsh,behavioral_naming-16-1Stim-139.wav,3,99,19,consistent,transparent,1342,495,3.127752516,8,,
16,猛,phsl,behavioral_naming-16-1Stim-140.wav,3,100,20,consistent,opaque,14154,395,4.150879191,4,,
16,搓,phsh,behavioral_naming-16-1Stim-141.wav,3,101,21,consistent,transparent,765,416,2.883661435,6,,
16,倍,plsl,behavioral_naming-16-1Stim-142.wav,3,102,22,inconsistent,opaque,99099,503,4.996069272,9,,
16,槌,phsl,behavioral_naming-16-1Stim-143.wav,3,103,23,consistent,opaque,788,404,2.896526217,3,,
16,嵐,plsl,behavioral_naming-16-1Stim-144.wav,3,104,24,inconsistent,opaque,837,429,2.922725458,5,,
16,踢,plsh,behavioral_naming-16-1Stim-145.wav,3,105,25,inconsistent,transparent,8240,353,3.915927212,6,,
16,順,plsh,behavioral_naming-16-1Stim-147.wav,3,107,27,inconsistent,transparent,8144,420,3.910837765,5,,
16,板,plsl,behavioral_naming-16-1Stim-148.wav,3,108,28,inconsistent,opaque,4495,435,3.652729696,10,,
16,隸,plsl,behavioral_naming-16-1Stim-149.wav,3,109,29,inconsistent,opaque,243,814,2.385606274,3,,
16,譏,phsl,behavioral_naming-16-1Stim-150.wav,3,110,30,consistent,opaque,229,456,2.359835482,6,,
16,裙,plsh,behavioral_naming-16-1Stim-151.wav,3,111,31,inconsistent,transparent,381,460,2.580924976,4,,
16,鷹,phsh,behavioral_naming-16-1Stim-152.wav,3,112,32,consistent,transparent,2121,447,3.326540669,3,,
16,劇,phsl,behavioral_naming-16-1Stim-154.wav,3,114,34,consistent,opaque,10471,383,4.01998816,4,,
16,純,plsl,behavioral_naming-16-1Stim-155.wav,3,115,35,inconsistent,opaque,9545,455,3.979775933,7,,
16,豎,plsl,behavioral_naming-16-1Stim-156.wav,3,116,36,inconsistent,opaque,1091,361,3.037824751,7,,
16,吵,plsh,behavioral_naming-16-1Stim-157.wav,3,117,37,inconsistent,transparent,1718,407,3.235023159,10,,
16,淚,plsh,behavioral_naming-16-1Stim-158.wav,3,118,38,inconsistent,transparent,2682,392,3.428458774,3,,
16,趁,plsh,behavioral_naming-16-1Stim-159.wav,3,119,39,inconsistent,transparent,10347,408,4.014814449,7,,
16,胖,plsh,behavioral_naming-16-1Stim-160.wav,3,120,40,inconsistent,transparent,2513,393,3.400192489,8,,
16,敏,plsh,behavioral_naming-16-1Stim-162.wav,4,122,2,inconsistent,transparent,1610,373,3.206825876,10,,
16,倫,phsl,behavioral_naming-16-1Stim-163.wav,4,123,3,consistent,opaque,2581,357,3.411788005,8,,
16,憶,phsl,behavioral_naming-16-1Stim-164.wav,4,124,4,consistent,opaque,850,462,2.929418926,5,,
16,淘,phsl,behavioral_naming-16-1Stim-165.wav,4,125,5,consistent,opaque,200,674,2.301029996,5,,
16,醣,phsl,behavioral_naming-16-1Stim-166.wav,4,126,6,consistent,opaque,88,505,1.944482672,4,,
16,顱,phsl,behavioral_naming-16-1Stim-167.wav,4,127,7,consistent,opaque,760,448,2.880813592,9,,
16,批,phsl,behavioral_naming-16-1Stim-168.wav,4,128,8,consistent,opaque,239027,468,5.378446961,10,,
16,謝,phsl,behavioral_naming-16-1Stim-169.wav,4,129,9,consistent,opaque,8824,377,3.945665499,3,,
16,拌,plsh,behavioral_naming-16-1Stim-170.wav,4,130,10,inconsistent,transparent,702,559,2.846337112,8,,
16,凜,phsh,behavioral_naming-16-1Stim-171.wav,4,131,11,consistent,transparent,41,516,1.612783857,3,,
16,野,plsl,behavioral_naming-16-1Stim-172.wav,4,132,12,inconsistent,opaque,3134,425,3.496098992,9,,
16,餅,plsl,behavioral_naming-16-1Stim-173.wav,4,133,13,inconsistent,opaque,3239,438,3.510410948,9,,
16,諳,phsl,behavioral_naming-16-1Stim-174.wav,4,134,14,consistent,opaque,738,772,2.868056362,7,,
16,釋,plsl,behavioral_naming-16-1Stim-175.wav,4,135,15,inconsistent,opaque,1684,477,3.226342087,7,,
16,遛,phsl,behavioral_naming-16-1Stim-176.wav,4,136,16,consistent,opaque,63,448,1.799340549,5,,
16,廟,plsh,behavioral_naming-16-1Stim-177.wav,4,137,17,inconsistent,transparent,3207,496,3.50609896,3,,
16,詐,plsl,behavioral_naming-16-1Stim-178.wav,4,138,18,inconsistent,opaque,448,500,2.651278014,11,,
16,謂,phsh,behavioral_naming-16-1Stim-179.wav,4,139,19,consistent,transparent,967,467,2.985426474,4,,
16,搏,plsl,behavioral_naming-16-1Stim-180.wav,4,140,20,inconsistent,opaque,1880,840,3.274157849,6,,
16,紐,phsl,behavioral_naming-16-1Stim-181.wav,4,141,21,consistent,opaque,1644,458,3.215901813,6,,
16,鋰,phsl,behavioral_naming-16-1Stim-182.wav,4,142,22,consistent,opaque,1369,480,3.136403448,10,,
16,磷,phsl,behavioral_naming-16-1Stim-183.wav,4,143,23,consistent,opaque,1988,759,3.29841638,8,,
16,楠,phsl,behavioral_naming-16-1Stim-184.wav,4,144,24,consistent,opaque,634,507,2.802089258,3,,
16,鬆,phsl,behavioral_naming-16-1Stim-185.wav,4,145,25,consistent,opaque,3625,412,3.559308011,4,,
16,喧,phsh,behavioral_naming-16-1Stim-186.wav,4,146,26,consistent,transparent,43,474,1.633468456,5,,
16,腋,phsh,behavioral_naming-16-1Stim-187.wav,4,147,27,consistent,transparent,405,484,2.607455023,3,,
16,餵,phsh,behavioral_naming-16-1Stim-188.wav,4,148,28,consistent,transparent,1908,424,3.28057837,5,,
16,灌,plsh,behavioral_naming-16-1Stim-189.wav,4,149,29,inconsistent,transparent,1540,505,3.187520721,8,,
16,矇,phsh,behavioral_naming-16-1Stim-190.wav,4,150,30,consistent,transparent,159,516,2.201397124,4,,
16,舐,plsl,behavioral_naming-16-1Stim-191.wav,4,151,31,inconsistent,opaque,11,526,1.041392685,5,,
16,遺,plsl,behavioral_naming-16-1Stim-192.wav,4,152,32,inconsistent,opaque,1736,502,3.239549721,5,,
16,寒,plsh,behavioral_naming-16-1Stim-193.wav,4,153,33,inconsistent,transparent,2037,382,3.308991029,6,,
16,館,phsl,behavioral_naming-16-1Stim-194.wav,4,154,34,consistent,opaque,7111,423,3.851930679,8,,
16,跨,phsl,behavioral_naming-16-1Stim-195.wav,4,155,35,consistent,opaque,21329,483,4.328970494,5,,
16,偶,plsl,behavioral_naming-16-1Stim-197.wav,4,157,37,inconsistent,opaque,2552,418,3.40688067,9,,
16,詩,plsh,behavioral_naming-16-1Stim-198.wav,4,158,38,inconsistent,transparent,6937,371,3.841171694,10,,
16,狐,plsh,behavioral_naming-16-1Stim-199.wav,4,159,39,inconsistent,transparent,578,487,2.761927838,5,,
16,絹,phsh,behavioral_naming-16-1Stim-200.wav,4,160,40,consistent,transparent,139,503,2.1430148,6,,
17,煎,phsh,behavioral_naming-17-1Stim-41.wav,1,1,1,consistent,transparent,308,590,2.488550717,4,,
17,攤,phsh,behavioral_naming-17-1Stim-42.wav,1,2,2,consistent,transparent,3478,492,3.541329578,3,,
17,映,plsl,behavioral_naming-17-1Stim-43.wav,1,3,3,inconsistent,opaque,845,497,2.926856709,8,,
17,殘,plsh,behavioral_naming-17-1Stim-44.wav,1,4,4,inconsistent,transparent,1398,404,3.145507171,10,,
17,誌,phsl,behavioral_naming-17-1Stim-45.wav,1,5,5,consistent,opaque,404,497,2.606381365,3,,
17,灘,phsh,behavioral_naming-17-1Stim-47.wav,1,7,7,consistent,transparent,2952,489,3.470116353,3,,
17,顫,plsh,behavioral_naming-17-1Stim-48.wav,1,8,8,inconsistent,transparent,118,642,2.071882007,7,,
17,晏,plsh,behavioral_naming-17-1Stim-49.wav,1,9,9,inconsistent,transparent,531,483,2.725094521,8,,
17,拒,phsl,behavioral_naming-17-1Stim-50.wav,1,10,10,consistent,opaque,11072,437,4.044226077,8,,
17,符,phsl,behavioral_naming-17-1Stim-52.wav,1,12,12,consistent,opaque,3583,394,3.554246808,4,,
17,棺,phsl,behavioral_naming-17-1Stim-54.wav,1,14,14,consistent,opaque,674,654,2.828659897,8,,
17,饌,plsl,behavioral_naming-17-1Stim-55.wav,1,15,15,inconsistent,opaque,20,663,1.301029996,3,,
17,覓,plsh,behavioral_naming-17-1Stim-56.wav,1,16,16,inconsistent,transparent,2267,499,3.35545152,9,,
17,捷,phsl,behavioral_naming-17-1Stim-57.wav,1,17,17,consistent,opaque,5030,468,3.701567985,3,,
17,溜,phsh,behavioral_naming-17-1Stim-58.wav,1,18,18,consistent,transparent,776,448,2.889861721,5,,
17,桿,plsl,behavioral_naming-17-1Stim-59.wav,1,19,19,inconsistent,opaque,50450,606,4.702861171,6,,
17,醒,phsh,behavioral_naming-17-1Stim-60.wav,1,20,20,consistent,transparent,1483,411,3.171141151,4,,
17,尊,plsh,behavioral_naming-17-1Stim-61.wav,1,21,21,inconsistent,transparent,5764,442,3.760723972,5,,
17,嫁,phsh,behavioral_naming-17-1Stim-62.wav,1,22,22,consistent,transparent,1726,440,3.237040791,3,,
17,鐳,phsl,behavioral_naming-17-1Stim-63.wav,1,23,23,consistent,opaque,147,483,2.167317335,3,,
17,酷,plsh,behavioral_naming-17-1Stim-64.wav,1,24,24,inconsistent,transparent,2400,415,3.380211242,9,,
17,錦,plsl,behavioral_naming-17-1Stim-65.wav,1,25,25,inconsistent,opaque,1059,466,3.02489596,4,,
17,爺,phsh,behavioral_naming-17-1Stim-66.wav,1,26,26,consistent,transparent,97,403,1.986771734,3,,
17,淨,plsl,behavioral_naming-17-1Stim-67.wav,1,27,27,inconsistent,opaque,9021,458,3.955254683,10,,
17,潭,phsh,behavioral_naming-17-1Stim-68.wav,1,28,28,consistent,transparent,532,499,2.725911632,4,,
17,淹,phsh,behavioral_naming-17-1Stim-69.wav,1,29,29,consistent,transparent,3045,444,3.483587297,9,,
17,痣,phsh,behavioral_naming-17-1Stim-70.wav,1,30,30,consistent,transparent,184,441,2.264817823,3,,
17,慢,phsh,behavioral_naming-17-1Stim-71.wav,1,31,31,consistent,transparent,13189,428,4.120211868,8,,
17,噹,phsh,behavioral_naming-17-1Stim-72.wav,1,32,32,consistent,transparent,144,497,2.158362492,5,,
17,腦,phsh,behavioral_naming-17-1Stim-73.wav,1,33,33,consistent,transparent,7703,414,3.886659898,3,,
17,幅,phsh,behavioral_naming-17-1Stim-74.wav,1,34,34,consistent,transparent,25457,400,4.405807223,9,,
17,熬,phsh,behavioral_naming-17-1Stim-75.wav,1,35,35,consistent,transparent,614,882,2.788168371,10,,
17,湖,phsh,behavioral_naming-17-1Stim-76.wav,1,36,36,consistent,transparent,7481,468,3.873959655,8,,
17,腐,phsl,behavioral_naming-17-1Stim-77.wav,1,37,37,consistent,opaque,168,394,2.225309282,3,,
17,梗,plsl,behavioral_naming-17-1Stim-78.wav,1,38,38,inconsistent,opaque,103,491,2.012837225,6,,
17,誓,plsl,behavioral_naming-17-1Stim-79.wav,1,39,39,inconsistent,opaque,1049,467,3.020775488,6,,
17,摺,phsl,behavioral_naming-17-1Stim-80.wav,1,40,40,consistent,opaque,143,444,2.155336037,3,,
17,餅,plsl,behavioral_naming-17-1Stim-81.wav,2,41,1,inconsistent,opaque,3239,546,3.510410948,9,,
17,磷,phsl,behavioral_naming-17-1Stim-83.wav,2,43,3,consistent,opaque,1988,555,3.29841638,8,,
17,野,plsl,behavioral_naming-17-1Stim-84.wav,2,44,4,inconsistent,opaque,3134,450,3.496098992,9,,
17,館,phsl,behavioral_naming-17-1Stim-85.wav,2,45,5,consistent,opaque,7111,448,3.851930679,8,,
17,謂,phsh,behavioral_naming-17-1Stim-86.wav,2,46,6,consistent,transparent,967,439,2.985426474,4,,
17,凜,phsh,behavioral_naming-17-1Stim-87.wav,2,47,7,consistent,transparent,41,486,1.612783857,3,,
17,敏,plsh,behavioral_naming-17-1Stim-88.wav,2,48,8,inconsistent,transparent,1610,418,3.206825876,10,,
17,偶,plsl,behavioral_naming-17-1Stim-89.wav,2,49,9,inconsistent,opaque,2552,466,3.40688067,9,,
17,灌,plsh,behavioral_naming-17-1Stim-90.wav,2,50,10,inconsistent,transparent,1540,503,3.187520721,8,,
17,餵,phsh,behavioral_naming-17-1Stim-91.wav,2,51,11,consistent,transparent,1908,431,3.28057837,5,,
17,遛,phsl,behavioral_naming-17-1Stim-92.wav,2,52,12,consistent,opaque,63,486,1.799340549,5,,
17,謝,phsl,behavioral_naming-17-1Stim-93.wav,2,53,13,consistent,opaque,8824,436,3.945665499,3,,
17,倫,phsl,behavioral_naming-17-1Stim-94.wav,2,54,14,consistent,opaque,2581,451,3.411788005,8,,
17,紐,phsl,behavioral_naming-17-1Stim-95.wav,2,55,15,consistent,opaque,1644,451,3.215901813,6,,
17,舐,plsl,behavioral_naming-17-1Stim-97.wav,2,57,17,inconsistent,opaque,11,546,1.041392685,5,,
17,腋,phsh,behavioral_naming-17-1Stim-98.wav,2,58,18,consistent,transparent,405,562,2.607455023,3,,
17,遺,plsl,behavioral_naming-17-1Stim-99.wav,2,59,19,inconsistent,opaque,1736,484,3.239549721,5,,
17,淘,phsl,behavioral_naming-17-1Stim-100.wav,2,60,20,consistent,opaque,200,547,2.301029996,5,,
17,釋,plsl,behavioral_naming-17-1Stim-101.wav,2,61,21,inconsistent,opaque,1684,453,3.226342087,7,,
17,喧,phsh,behavioral_naming-17-1Stim-103.wav,2,63,23,consistent,transparent,43,514,1.633468456,5,,
17,顱,phsl,behavioral_naming-17-1Stim-104.wav,2,64,24,consistent,opaque,760,687,2.880813592,9,,
17,缺,plsh,behavioral_naming-17-1Stim-105.wav,2,65,25,inconsistent,transparent,22209,497,4.346529004,6,,
17,詐,plsl,behavioral_naming-17-1Stim-106.wav,2,66,26,inconsistent,opaque,448,535,2.651278014,11,,
17,醣,phsl,behavioral_naming-17-1Stim-107.wav,2,67,27,consistent,opaque,88,902,1.944482672,4,,
17,詩,plsh,behavioral_naming-17-1Stim-108.wav,2,68,28,inconsistent,transparent,6937,543,3.841171694,10,,
17,批,phsl,behavioral_naming-17-1Stim-109.wav,2,69,29,consistent,opaque,239027,662,5.378446961,10,,
17,拌,plsh,behavioral_naming-17-1Stim-110.wav,2,70,30,inconsistent,transparent,702,539,2.846337112,8,,
17,鬆,phsl,behavioral_naming-17-1Stim-111.wav,2,71,31,consistent,opaque,3625,417,3.559308011,4,,
17,鋰,phsl,behavioral_naming-17-1Stim-112.wav,2,72,32,consistent,opaque,1369,862,3.136403448,10,,
17,楠,phsl,behavioral_naming-17-1Stim-113.wav,2,73,33,consistent,opaque,634,533,2.802089258,3,,
17,憶,phsl,behavioral_naming-17-1Stim-114.wav,2,74,34,consistent,opaque,850,470,2.929418926,5,,
17,廟,plsh,behavioral_naming-17-1Stim-116.wav,2,76,36,inconsistent,transparent,3207,490,3.50609896,3,,
17,矇,phsh,behavioral_naming-17-1Stim-117.wav,2,77,37,consistent,transparent,159,772,2.201397124,4,,
17,寒,plsh,behavioral_naming-17-1Stim-118.wav,2,78,38,inconsistent,transparent,2037,482,3.308991029,6,,
17,輻,phsh,behavioral_naming-17-1Stim-119.wav,2,79,39,consistent,transparent,79,466,1.897627091,9,,
17,搏,plsl,behavioral_naming-17-1Stim-120.wav,2,80,40,inconsistent,opaque,1880,639,3.274157849,6,,
17,弒,phsl,behavioral_naming-17-1Stim-121.wav,3,81,1,consistent,opaque,18,703,1.255272505,3,,
17,拂,plsl,behavioral_naming-17-1Stim-122.wav,3,82,2,inconsistent,opaque,86,868,1.934498451,7,,
17,嘰,phsl,behavioral_naming-17-1Stim-123.wav,3,83,3,consistent,opaque,49,650,1.69019608,6,,
17,搜,plsh,behavioral_naming-17-1Stim-124.wav,3,84,4,inconsistent,transparent,1203,449,3.080265627,8,,
17,誤,plsl,behavioral_naming-17-1Stim-125.wav,3,85,5,inconsistent,opaque,4650,495,3.667452953,3,,
17,坑,plsh,behavioral_naming-17-1Stim-126.wav,3,86,6,inconsistent,transparent,2593,650,3.413802517,8,,
17,棍,plsl,behavioral_naming-17-1Stim-127.wav,3,87,7,inconsistent,opaque,628,515,2.797959644,7,,
17,抵,phsh,behavioral_naming-17-1Stim-128.wav,3,88,8,consistent,transparent,38803,893,4.588865304,11,,
17,鯨,plsl,behavioral_naming-17-1Stim-129.wav,3,89,9,inconsistent,opaque,837,481,2.922725458,6,,
17,脫,plsl,behavioral_naming-17-1Stim-130.wav,3,90,10,inconsistent,opaque,3579,559,3.553761698,7,,
17,糕,plsh,behavioral_naming-17-1Stim-131.wav,3,91,11,inconsistent,transparent,373,489,2.571708832,3,,
17,蕾,phsl,behavioral_naming-17-1Stim-132.wav,3,92,12,consistent,opaque,315,722,2.498310554,3,,
17,蝸,plsl,behavioral_naming-17-1Stim-133.wav,3,93,13,inconsistent,opaque,12,513,1.079181246,11,,
17,赴,plsh,behavioral_naming-17-1Stim-134.wav,3,94,14,inconsistent,transparent,124761,414,5.096078847,5,,
17,茗,phsl,behavioral_naming-17-1Stim-135.wav,3,95,15,consistent,opaque,20,573,1.301029996,3,,
17,蟻,phsl,behavioral_naming-17-1Stim-136.wav,3,96,16,consistent,opaque,292,502,2.465382851,3,,
17,馴,plsl,behavioral_naming-17-1Stim-137.wav,3,97,17,inconsistent,opaque,74,599,1.86923172,5,,
17,鉅,phsl,behavioral_naming-17-1Stim-138.wav,3,98,18,consistent,opaque,2346,528,3.370328008,8,,
17,錳,phsh,behavioral_naming-17-1Stim-139.wav,3,99,19,consistent,transparent,718,993,2.856124444,4,,
17,撲,phsh,behavioral_naming-17-1Stim-140.wav,3,100,20,consistent,transparent,3915,498,3.592731766,6,,
17,氧,plsh,behavioral_naming-17-1Stim-141.wav,3,101,21,inconsistent,transparent,2301,522,3.361916619,11,,
17,損,plsl,behavioral_naming-17-1Stim-142.wav,3,102,22,inconsistent,opaque,1486,451,3.172018809,6,,
17,稜,plsl,behavioral_naming-17-1Stim-143.wav,3,103,23,inconsistent,opaque,290,1003,2.462397998,5,,
17,綻,plsh,behavioral_naming-17-1Stim-144.wav,3,104,24,inconsistent,transparent,102,980,2.008600172,5,,
17,檔,phsl,behavioral_naming-17-1Stim-146.wav,3,106,26,consistent,opaque,5505,876,3.740757323,5,,
17,咳,plsl,behavioral_naming-17-1Stim-147.wav,3,107,27,inconsistent,opaque,471,998,2.673020907,11,,
17,獐,phsl,behavioral_naming-17-1Stim-148.wav,3,108,28,consistent,opaque,83,602,1.919078092,10,,
17,裱,phsh,behavioral_naming-17-1Stim-149.wav,3,109,29,consistent,transparent,55,542,1.740362689,4,,
17,緝,plsl,behavioral_naming-17-1Stim-150.wav,3,110,30,inconsistent,opaque,368,1303,2.565847819,6,,
17,衝,plsh,behavioral_naming-17-1Stim-151.wav,3,111,31,inconsistent,transparent,3949,476,3.596487134,7,,
17,搖,phsh,behavioral_naming-17-1Stim-152.wav,3,112,32,consistent,transparent,1431,438,3.155639634,5,,
17,鎚,phsh,behavioral_naming-17-1Stim-153.wav,3,113,33,consistent,transparent,51,571,1.707570176,3,,
17,鶴,plsh,behavioral_naming-17-1Stim-154.wav,3,114,34,inconsistent,transparent,650,495,2.812913357,3,,
17,概,plsl,behavioral_naming-17-1Stim-156.wav,3,116,36,inconsistent,opaque,1022,757,3.009450896,4,,
17,編,plsl,behavioral_naming-17-1Stim-157.wav,3,117,37,inconsistent,opaque,6831,491,3.834484285,9,,
17,孕,plsl,behavioral_naming-17-1Stim-158.wav,3,118,38,inconsistent,opaque,465,574,2.667452953,4,,
17,喚,phsh,behavioral_naming-17-1Stim-159.wav,3,119,39,consistent,transparent,438,653,2.641474111,5,,
17,柄,phsh,behavioral_naming-17-1Stim-160.wav,3,120,40,consistent,transparent,390,604,2.591064607,3,,
17,櫻,phsl,behavioral_naming-17-1Stim-161.wav,4,121,1,consistent,opaque,251,620,2.399673721,4,,
17,註,phsh,behavioral_naming-17-1Stim-162.wav,4,122,2,consistent,transparent,680,469,2.832508913,10,,
17,揪,plsh,behavioral_naming-17-1Stim-163.wav,4,123,3,inconsistent,transparent,192,1003,2.283301229,7,,
17,吵,plsh,behavioral_naming-17-1Stim-164.wav,4,124,4,inconsistent,transparent,1718,457,3.235023159,10,,
17,鷹,phsh,behavioral_naming-17-1Stim-165.wav,4,125,5,consistent,transparent,2121,562,3.326540669,3,,
17,劇,phsl,behavioral_naming-17-1Stim-166.wav,4,126,6,consistent,opaque,10471,443,4.01998816,4,,
17,槌,phsl,behavioral_naming-17-1Stim-167.wav,4,127,7,consistent,opaque,788,442,2.896526217,3,,
17,仰,plsh,behavioral_naming-17-1Stim-168.wav,4,128,8,inconsistent,transparent,1809,491,3.257438567,4,,
17,踢,plsh,behavioral_naming-17-1Stim-169.wav,4,129,9,inconsistent,transparent,8240,421,3.915927212,6,,
17,逞,phsl,behavioral_naming-17-1Stim-170.wav,4,130,10,consistent,opaque,438,526,2.641474111,4,,
17,餓,phsh,behavioral_naming-17-1Stim-171.wav,4,131,11,consistent,transparent,1342,464,3.127752516,8,,
17,戀,plsh,behavioral_naming-17-1Stim-172.wav,4,132,12,inconsistent,transparent,1813,478,3.258397804,11,,
17,搓,phsh,behavioral_naming-17-1Stim-173.wav,4,133,13,consistent,transparent,765,437,2.883661435,6,,
17,隸,plsl,behavioral_naming-17-1Stim-174.wav,4,134,14,inconsistent,opaque,243,569,2.385606274,3,,
17,颳,plsh,behavioral_naming-17-1Stim-175.wav,4,135,15,inconsistent,transparent,335,1113,2.525044807,6,,
17,趁,plsh,behavioral_naming-17-1Stim-176.wav,4,136,16,inconsistent,transparent,10347,421,4.014814449,7,,
17,燭,plsh,behavioral_naming-17-1Stim-177.wav,4,137,17,inconsistent,transparent,152,498,2.181843588,6,,
17,烤,phsh,behavioral_naming-17-1Stim-178.wav,4,138,18,consistent,transparent,1961,480,3.292477594,3,,
17,剁,phsh,behavioral_naming-17-1Stim-179.wav,4,139,19,consistent,transparent,81,1133,1.908485019,3,,
17,豎,plsl,behavioral_naming-17-1Stim-180.wav,4,140,20,inconsistent,opaque,1091,473,3.037824751,7,,
17,涸,plsl,behavioral_naming-17-1Stim-181.wav,4,141,21,inconsistent,opaque,15,745,1.176091259,5,,
17,倍,plsl,behavioral_naming-17-1Stim-182.wav,4,142,22,inconsistent,opaque,99099,476,4.996069272,9,,
17,埋,plsh,behavioral_naming-17-1Stim-183.wav,4,143,23,inconsistent,transparent,4182,504,3.621384028,10,,
17,禪,plsh,behavioral_naming-17-1Stim-184.wav,4,144,24,inconsistent,transparent,835,490,2.921686475,9,,
17,譏,phsl,behavioral_naming-17-1Stim-185.wav,4,145,25,consistent,opaque,229,523,2.359835482,6,,
17,淚,plsh,behavioral_naming-17-1Stim-186.wav,4,146,26,inconsistent,transparent,2682,443,3.428458774,3,,
17,純,plsl,behavioral_naming-17-1Stim-187.wav,4,147,27,inconsistent,opaque,9545,406,3.979775933,7,,
17,猛,phsl,behavioral_naming-17-1Stim-188.wav,4,148,28,consistent,opaque,14154,528,4.150879191,4,,
17,陷,plsl,behavioral_naming-17-1Stim-189.wav,4,149,29,inconsistent,opaque,3990,531,3.600972896,7,,
17,胖,plsh,behavioral_naming-17-1Stim-190.wav,4,150,30,inconsistent,transparent,2513,510,3.400192489,8,,
17,醃,phsl,behavioral_naming-17-1Stim-191.wav,4,151,31,consistent,opaque,210,835,2.322219295,9,,
17,癱,phsl,behavioral_naming-17-1Stim-192.wav,4,152,32,consistent,opaque,204,743,2.309630167,3,,
17,裙,plsh,behavioral_naming-17-1Stim-193.wav,4,153,33,inconsistent,transparent,381,497,2.580924976,4,,
17,韁,phsh,behavioral_naming-17-1Stim-194.wav,4,154,34,consistent,transparent,31,927,1.491361694,5,,
17,板,plsl,behavioral_naming-17-1Stim-195.wav,4,155,35,inconsistent,opaque,4495,505,3.652729696,10,,
17,賺,plsh,behavioral_naming-17-1Stim-196.wav,4,156,36,inconsistent,transparent,7415,471,3.870111155,9,,
17,襖,phsh,behavioral_naming-17-1Stim-198.wav,4,158,38,consistent,transparent,27,813,1.431363764,5,,
17,順,plsh,behavioral_naming-17-1Stim-199.wav,4,159,39,inconsistent,transparent,8144,414,3.910837765,5,,
17,嵐,plsl,behavioral_naming-17-1Stim-200.wav,4,160,40,inconsistent,opaque,837,908,2.922725458,5,,
18,狐,plsh,behavioral_naming-18-1Stim-41.wav,1,1,1,inconsistent,transparent,578,567,2.761927838,5,,
18,腋,phsh,behavioral_naming-18-1Stim-42.wav,1,2,2,consistent,transparent,405,533,2.607455023,3,,
18,鬆,phsl,behavioral_naming-18-1Stim-43.wav,1,3,3,consistent,opaque,3625,379,3.559308011,4,,
18,遛,phsl,behavioral_naming-18-1Stim-44.wav,1,4,4,consistent,opaque,63,462,1.799340549,5,,
