Subject,Stim,Condition,StimSoundIn1.Filename,SubTrialList.Cycle,SubTrialList.Sample,SubTrialList,phonetic_cons,semantic_trans,frequency,correctRT,log_F(base10),PhonN,,
2,棺,phsl,behavioral_naming-2-1Stim-134.wav,3,94,14,consistent,opaque,674,450,2.828659897,8,,
2,捷,phsl,behavioral_naming-2-1Stim-135.wav,3,95,15,consistent,opaque,5030,358,3.701567985,3,,
2,熬,phsh,behavioral_naming-2-1Stim-136.wav,3,96,16,consistent,transparent,614,426,2.788168371,10,,
2,誓,plsl,behavioral_naming-2-1Stim-137.wav,3,97,17,inconsistent,opaque,1049,343,3.020775488,6,,
2,辭,plsh,behavioral_naming-2-1Stim-138.wav,3,98,18,inconsistent,transparent,4095,431,3.612253906,5,,
2,煎,phsh,behavioral_naming-2-1Stim-139.wav,3,99,19,consistent,transparent,308,380,2.488550717,4,,
2,殲,plsh,behavioral_naming-2-1Stim-140.wav,3,100,20,inconsistent,transparent,249,962,2.396199347,5,,
2,慢,phsh,behavioral_naming-2-1Stim-141.wav,3,101,21,consistent,transparent,13189,427,4.120211868,8,,
2,尊,plsh,behavioral_naming-2-1Stim-142.wav,3,102,22,inconsistent,transparent,5764,419,3.760723972,5,,
2,爺,phsh,behavioral_naming-2-1Stim-143.wav,3,103,23,consistent,transparent,97,366,1.986771734,3,,
2,潭,phsh,behavioral_naming-2-1Stim-144.wav,3,104,24,consistent,transparent,532,575,2.725911632,4,,
2,溜,phsh,behavioral_naming-2-1Stim-145.wav,3,105,25,consistent,transparent,776,485,2.889861721,5,,
2,覓,plsh,behavioral_naming-2-1Stim-146.wav,3,106,26,inconsistent,transparent,2267,508,3.35545152,9,,
2,梗,plsl,behavioral_naming-2-1Stim-147.wav,3,107,27,inconsistent,opaque,103,506,2.012837225,6,,
2,淹,phsh,behavioral_naming-2-1Stim-148.wav,3,108,28,consistent,transparent,3045,469,3.483587297,9,,
2,符,phsl,behavioral_naming-2-1Stim-149.wav,3,109,29,consistent,opaque,3583,386,3.554246808,4,,
2,醒,phsh,behavioral_naming-2-1Stim-150.wav,3,110,30,consistent,transparent,1483,371,3.171141151,4,,
2,錦,plsl,behavioral_naming-2-1Stim-151.wav,3,111,31,inconsistent,opaque,1059,491,3.02489596,4,,
2,湖,phsh,behavioral_naming-2-1Stim-152.wav,3,112,32,consistent,transparent,7481,385,3.873959655,8,,
2,映,plsl,behavioral_naming-2-1Stim-153.wav,3,113,33,inconsistent,opaque,845,666,2.926856709,8,,
2,痣,phsh,behavioral_naming-2-1Stim-154.wav,3,114,34,consistent,transparent,184,389,2.264817823,3,,
2,掠,plsl,behavioral_naming-2-1Stim-155.wav,3,115,35,inconsistent,opaque,302,433,2.480006943,6,,
2,酷,plsh,behavioral_naming-2-1Stim-156.wav,3,116,36,inconsistent,transparent,2400,352,3.380211242,9,,
2,桿,plsl,behavioral_naming-2-1Stim-157.wav,3,117,37,inconsistent,opaque,50450,801,4.702861171,6,,
2,鐳,phsl,behavioral_naming-2-1Stim-158.wav,3,118,38,consistent,opaque,147,373,2.167317335,3,,
2,腐,phsl,behavioral_naming-2-1Stim-160.wav,3,120,40,consistent,opaque,168,307,2.225309282,3,,
2,棍,plsl,behavioral_naming-2-1Stim-161.wav,4,121,1,inconsistent,opaque,628,541,2.797959644,7,,
2,蝸,plsl,behavioral_naming-2-1Stim-162.wav,4,122,2,inconsistent,opaque,12,609,1.079181246,11,,
2,概,plsl,behavioral_naming-2-1Stim-163.wav,4,123,3,inconsistent,opaque,1022,428,3.009450896,4,,
2,錳,phsh,behavioral_naming-2-1Stim-164.wav,4,124,4,consistent,transparent,718,369,2.856124444,4,,
2,喚,phsh,behavioral_naming-2-1Stim-167.wav,4,127,7,consistent,transparent,438,414,2.641474111,5,,
2,嘰,phsl,behavioral_naming-2-1Stim-168.wav,4,128,8,consistent,opaque,49,438,1.69019608,6,,
2,鶴,plsh,behavioral_naming-2-1Stim-169.wav,4,129,9,inconsistent,transparent,650,513,2.812913357,3,,
2,抵,phsh,behavioral_naming-2-1Stim-170.wav,4,130,10,consistent,transparent,38803,466,4.588865304,11,,
2,馴,plsl,behavioral_naming-2-1Stim-171.wav,4,131,11,inconsistent,opaque,74,411,1.86923172,5,,
2,損,plsl,behavioral_naming-2-1Stim-172.wav,4,132,12,inconsistent,opaque,1486,667,3.172018809,6,,
2,柄,phsh,behavioral_naming-2-1Stim-173.wav,4,133,13,consistent,transparent,390,472,2.591064607,3,,
2,氧,plsh,behavioral_naming-2-1Stim-174.wav,4,134,14,inconsistent,transparent,2301,480,3.361916619,11,,
2,蕾,phsl,behavioral_naming-2-1Stim-175.wav,4,135,15,consistent,opaque,315,429,2.498310554,3,,
2,稜,plsl,behavioral_naming-2-1Stim-176.wav,4,136,16,inconsistent,opaque,290,688,2.462397998,5,,
2,撲,phsh,behavioral_naming-2-1Stim-177.wav,4,137,17,consistent,transparent,3915,396,3.592731766,6,,
2,衝,plsh,behavioral_naming-2-1Stim-178.wav,4,138,18,inconsistent,transparent,3949,384,3.596487134,7,,
2,咳,plsl,behavioral_naming-2-1Stim-179.wav,4,139,19,inconsistent,opaque,471,608,2.673020907,11,,
2,搖,phsh,behavioral_naming-2-1Stim-180.wav,4,140,20,consistent,transparent,1431,383,3.155639634,5,,
2,孕,plsl,behavioral_naming-2-1Stim-181.wav,4,141,21,inconsistent,opaque,465,422,2.667452953,4,,
2,鯨,plsl,behavioral_naming-2-1Stim-183.wav,4,143,23,inconsistent,opaque,837,809,2.922725458,6,,
2,綻,plsh,behavioral_naming-2-1Stim-184.wav,4,144,24,inconsistent,transparent,102,1239,2.008600172,5,,
2,拂,plsl,behavioral_naming-2-1Stim-185.wav,4,145,25,inconsistent,opaque,86,418,1.934498451,7,,
2,蟻,phsl,behavioral_naming-2-1Stim-187.wav,4,147,27,consistent,opaque,292,412,2.465382851,3,,
2,脫,plsl,behavioral_naming-2-1Stim-188.wav,4,148,28,inconsistent,opaque,3579,416,3.553761698,7,,
2,赴,plsh,behavioral_naming-2-1Stim-189.wav,4,149,29,inconsistent,transparent,124761,415,5.096078847,5,,
2,搜,plsh,behavioral_naming-2-1Stim-190.wav,4,150,30,inconsistent,transparent,1203,498,3.080265627,8,,
2,糕,plsh,behavioral_naming-2-1Stim-191.wav,4,151,31,inconsistent,transparent,373,438,2.571708832,3,,
2,誤,plsl,behavioral_naming-2-1Stim-192.wav,4,152,32,inconsistent,opaque,4650,406,3.667452953,3,,
2,坑,plsh,behavioral_naming-2-1Stim-193.wav,4,153,33,inconsistent,transparent,2593,427,3.413802517,8,,
2,弒,phsl,behavioral_naming-2-1Stim-194.wav,4,154,34,consistent,opaque,18,426,1.255272505,3,,
2,編,plsl,behavioral_naming-2-1Stim-195.wav,4,155,35,inconsistent,opaque,6831,469,3.834484285,9,,
2,鉅,phsl,behavioral_naming-2-1Stim-196.wav,4,156,36,consistent,opaque,2346,472,3.370328008,8,,
2,裱,phsh,behavioral_naming-2-1Stim-197.wav,4,157,37,consistent,transparent,55,446,1.740362689,4,,
2,茗,phsl,behavioral_naming-2-1Stim-198.wav,4,158,38,consistent,opaque,20,559,1.301029996,3,,
2,鎚,phsh,behavioral_naming-2-1Stim-199.wav,4,159,39,consistent,transparent,51,388,1.707570176,3,,
2,獐,phsl,behavioral_naming-2-1Stim-200.wav,4,160,40,consistent,opaque,83,607,1.919078092,10,,
3,趁,plsh,behavioral_naming-3-1Stim-41.wav,1,1,1,inconsistent,transparent,10347,455,4.014814449,7,,
3,陷,plsl,behavioral_naming-3-1Stim-42.wav,1,2,2,inconsistent,opaque,3990,401,3.600972896,7,,
3,襖,phsh,behavioral_naming-3-1Stim-43.wav,1,3,3,consistent,transparent,27,698,1.431363764,5,,
3,剁,phsh,behavioral_naming-3-1Stim-44.wav,1,4,4,consistent,transparent,81,499,1.908485019,3,,
3,劇,phsl,behavioral_naming-3-1Stim-45.wav,1,5,5,consistent,opaque,10471,446,4.01998816,4,,
3,禪,plsh,behavioral_naming-3-1Stim-47.wav,1,7,7,inconsistent,transparent,835,425,2.921686475,9,,
3,烤,phsh,behavioral_naming-3-1Stim-48.wav,1,8,8,consistent,transparent,1961,395,3.292477594,3,,
3,埋,plsh,behavioral_naming-3-1Stim-49.wav,1,9,9,inconsistent,transparent,4182,436,3.621384028,10,,
3,板,plsl,behavioral_naming-3-1Stim-50.wav,1,10,10,inconsistent,opaque,4495,492,3.652729696,10,,
3,順,plsh,behavioral_naming-3-1Stim-51.wav,1,11,11,inconsistent,transparent,8144,361,3.910837765,5,,
3,韁,phsh,behavioral_naming-3-1Stim-52.wav,1,12,12,consistent,transparent,31,471,1.491361694,5,,
3,猛,phsl,behavioral_naming-3-1Stim-53.wav,1,13,13,consistent,opaque,14154,391,4.150879191,4,,
3,淚,plsh,behavioral_naming-3-1Stim-54.wav,1,14,14,inconsistent,transparent,2682,434,3.428458774,3,,
3,櫻,phsl,behavioral_naming-3-1Stim-55.wav,1,15,15,consistent,opaque,251,509,2.399673721,4,,
3,癱,phsl,behavioral_naming-3-1Stim-56.wav,1,16,16,consistent,opaque,204,445,2.309630167,3,,
3,豎,plsl,behavioral_naming-3-1Stim-57.wav,1,17,17,inconsistent,opaque,1091,410,3.037824751,7,,
3,賺,plsh,behavioral_naming-3-1Stim-58.wav,1,18,18,inconsistent,transparent,7415,438,3.870111155,9,,
3,餓,phsh,behavioral_naming-3-1Stim-59.wav,1,19,19,consistent,transparent,1342,447,3.127752516,8,,
3,颳,plsh,behavioral_naming-3-1Stim-60.wav,1,20,20,inconsistent,transparent,335,488,2.525044807,6,,
3,踢,plsh,behavioral_naming-3-1Stim-61.wav,1,21,21,inconsistent,transparent,8240,426,3.915927212,6,,
3,純,plsl,behavioral_naming-3-1Stim-62.wav,1,22,22,inconsistent,opaque,9545,400,3.979775933,7,,
3,鷹,phsh,behavioral_naming-3-1Stim-63.wav,1,23,23,consistent,transparent,2121,495,3.326540669,3,,
3,槌,phsl,behavioral_naming-3-1Stim-64.wav,1,24,24,consistent,opaque,788,434,2.896526217,3,,
3,吵,plsh,behavioral_naming-3-1Stim-65.wav,1,25,25,inconsistent,transparent,1718,414,3.235023159,10,,
3,倍,plsl,behavioral_naming-3-1Stim-66.wav,1,26,26,inconsistent,opaque,99099,509,4.996069272,9,,
3,註,phsh,behavioral_naming-3-1Stim-67.wav,1,27,27,consistent,transparent,680,445,2.832508913,10,,
3,嵐,plsl,behavioral_naming-3-1Stim-68.wav,1,28,28,inconsistent,opaque,837,676,2.922725458,5,,
3,裙,plsh,behavioral_naming-3-1Stim-69.wav,1,29,29,inconsistent,transparent,381,490,2.580924976,4,,
3,戀,plsh,behavioral_naming-3-1Stim-70.wav,1,30,30,inconsistent,transparent,1813,439,3.258397804,11,,
3,燭,plsh,behavioral_naming-3-1Stim-71.wav,1,31,31,inconsistent,transparent,152,432,2.181843588,6,,
3,揪,plsh,behavioral_naming-3-1Stim-72.wav,1,32,32,inconsistent,transparent,192,442,2.283301229,7,,
3,涸,plsl,behavioral_naming-3-1Stim-73.wav,1,33,33,inconsistent,opaque,15,930,1.176091259,5,,
3,胖,plsh,behavioral_naming-3-1Stim-74.wav,1,34,34,inconsistent,transparent,2513,442,3.400192489,8,,
3,仰,plsh,behavioral_naming-3-1Stim-75.wav,1,35,35,inconsistent,transparent,1809,433,3.257438567,4,,
3,搓,phsh,behavioral_naming-3-1Stim-76.wav,1,36,36,consistent,transparent,765,391,2.883661435,6,,
3,隸,plsl,behavioral_naming-3-1Stim-77.wav,1,37,37,inconsistent,opaque,243,487,2.385606274,3,,
3,譏,phsl,behavioral_naming-3-1Stim-78.wav,1,38,38,consistent,opaque,229,440,2.359835482,6,,
3,逞,phsl,behavioral_naming-3-1Stim-79.wav,1,39,39,consistent,opaque,438,404,2.641474111,4,,
3,醃,phsl,behavioral_naming-3-1Stim-80.wav,1,40,40,consistent,opaque,210,485,2.322219295,9,,
3,搜,plsh,behavioral_naming-3-1Stim-81.wav,2,41,1,inconsistent,transparent,1203,535,3.080265627,8,,
3,損,plsl,behavioral_naming-3-1Stim-82.wav,2,42,2,inconsistent,opaque,1486,686,3.172018809,6,,
3,柄,phsh,behavioral_naming-3-1Stim-83.wav,2,43,3,consistent,transparent,390,495,2.591064607,3,,
3,蕾,phsl,behavioral_naming-3-1Stim-84.wav,2,44,4,consistent,opaque,315,440,2.498310554,3,,
3,獐,phsl,behavioral_naming-3-1Stim-85.wav,2,45,5,consistent,opaque,83,476,1.919078092,10,,
3,孕,plsl,behavioral_naming-3-1Stim-86.wav,2,46,6,inconsistent,opaque,465,442,2.667452953,4,,
3,撲,phsh,behavioral_naming-3-1Stim-87.wav,2,47,7,consistent,transparent,3915,385,3.592731766,6,,
3,坑,plsh,behavioral_naming-3-1Stim-88.wav,2,48,8,inconsistent,transparent,2593,419,3.413802517,8,,
3,嘰,phsl,behavioral_naming-3-1Stim-89.wav,2,49,9,consistent,opaque,49,447,1.69019608,6,,
3,錳,phsh,behavioral_naming-3-1Stim-91.wav,2,51,11,consistent,transparent,718,594,2.856124444,4,,
3,概,plsl,behavioral_naming-3-1Stim-92.wav,2,52,12,inconsistent,opaque,1022,485,3.009450896,4,,
3,鶴,plsh,behavioral_naming-3-1Stim-93.wav,2,53,13,inconsistent,transparent,650,418,2.812913357,3,,
3,編,plsl,behavioral_naming-3-1Stim-94.wav,2,54,14,inconsistent,opaque,6831,460,3.834484285,9,,
3,茗,phsl,behavioral_naming-3-1Stim-95.wav,2,55,15,consistent,opaque,20,472,1.301029996,3,,
3,抵,phsh,behavioral_naming-3-1Stim-96.wav,2,56,16,consistent,transparent,38803,456,4.588865304,11,,
3,鎚,phsh,behavioral_naming-3-1Stim-97.wav,2,57,17,consistent,transparent,51,411,1.707570176,3,,
3,裱,phsh,behavioral_naming-3-1Stim-98.wav,2,58,18,consistent,transparent,55,861,1.740362689,4,,
3,脫,plsl,behavioral_naming-3-1Stim-99.wav,2,59,19,inconsistent,opaque,3579,434,3.553761698,7,,
3,緝,plsl,behavioral_naming-3-1Stim-100.wav,2,60,20,inconsistent,opaque,368,722,2.565847819,6,,
3,蝸,plsl,behavioral_naming-3-1Stim-101.wav,2,61,21,inconsistent,opaque,12,567,1.079181246,11,,
3,檔,phsl,behavioral_naming-3-1Stim-102.wav,2,62,22,consistent,opaque,5505,526,3.740757323,5,,
3,氧,plsh,behavioral_naming-3-1Stim-103.wav,2,63,23,inconsistent,transparent,2301,521,3.361916619,11,,
3,喚,phsh,behavioral_naming-3-1Stim-106.wav,2,66,26,consistent,transparent,438,510,2.641474111,5,,
3,馴,plsl,behavioral_naming-3-1Stim-107.wav,2,67,27,inconsistent,opaque,74,393,1.86923172,5,,
3,綻,plsh,behavioral_naming-3-1Stim-108.wav,2,68,28,inconsistent,transparent,102,563,2.008600172,5,,
3,搖,phsh,behavioral_naming-3-1Stim-109.wav,2,69,29,consistent,transparent,1431,426,3.155639634,5,,
3,誤,plsl,behavioral_naming-3-1Stim-110.wav,2,70,30,inconsistent,opaque,4650,495,3.667452953,3,,
3,糕,plsh,behavioral_naming-3-1Stim-111.wav,2,71,31,inconsistent,transparent,373,529,2.571708832,3,,
3,鉅,phsl,behavioral_naming-3-1Stim-112.wav,2,72,32,consistent,opaque,2346,481,3.370328008,8,,
3,鯨,plsl,behavioral_naming-3-1Stim-113.wav,2,73,33,inconsistent,opaque,837,479,2.922725458,6,,
3,棍,plsl,behavioral_naming-3-1Stim-114.wav,2,74,34,inconsistent,opaque,628,542,2.797959644,7,,
3,蟻,phsl,behavioral_naming-3-1Stim-115.wav,2,75,35,consistent,opaque,292,464,2.465382851,3,,
3,赴,plsh,behavioral_naming-3-1Stim-116.wav,2,76,36,inconsistent,transparent,124761,441,5.096078847,5,,
3,舵,plsl,behavioral_naming-3-1Stim-117.wav,2,77,37,inconsistent,opaque,279,590,2.445604203,9,,
3,弒,phsl,behavioral_naming-3-1Stim-118.wav,2,78,38,consistent,opaque,18,502,1.255272505,3,,
3,拂,plsl,behavioral_naming-3-1Stim-119.wav,2,79,39,inconsistent,opaque,86,465,1.934498451,7,,
3,衝,plsh,behavioral_naming-3-1Stim-120.wav,2,80,40,inconsistent,transparent,3949,407,3.596487134,7,,
3,寒,plsh,behavioral_naming-3-1Stim-121.wav,3,81,1,inconsistent,transparent,2037,576,3.308991029,6,,
3,遺,plsl,behavioral_naming-3-1Stim-122.wav,3,82,2,inconsistent,opaque,1736,639,3.239549721,5,,
3,凜,phsh,behavioral_naming-3-1Stim-123.wav,3,83,3,consistent,transparent,41,499,1.612783857,3,,
3,搏,plsl,behavioral_naming-3-1Stim-124.wav,3,84,4,inconsistent,opaque,1880,671,3.274157849,6,,
3,詩,plsh,behavioral_naming-3-1Stim-125.wav,3,85,5,inconsistent,transparent,6937,447,3.841171694,10,,
3,廟,plsh,behavioral_naming-3-1Stim-126.wav,3,86,6,inconsistent,transparent,3207,495,3.50609896,3,,
3,紐,phsl,behavioral_naming-3-1Stim-127.wav,3,87,7,consistent,opaque,1644,496,3.215901813,6,,
3,釋,plsl,behavioral_naming-3-1Stim-128.wav,3,88,8,inconsistent,opaque,1684,404,3.226342087,7,,
3,顱,phsl,behavioral_naming-3-1Stim-129.wav,3,89,9,consistent,opaque,760,506,2.880813592,9,,
3,拌,plsh,behavioral_naming-3-1Stim-130.wav,3,90,10,inconsistent,transparent,702,536,2.846337112,8,,
3,謝,phsl,behavioral_naming-3-1Stim-132.wav,3,92,12,consistent,opaque,8824,348,3.945665499,3,,
3,灌,plsh,behavioral_naming-3-1Stim-133.wav,3,93,13,inconsistent,transparent,1540,477,3.187520721,8,,
3,磷,phsl,behavioral_naming-3-1Stim-134.wav,3,94,14,consistent,opaque,1988,482,3.29841638,8,,
3,諳,phsl,behavioral_naming-3-1Stim-135.wav,3,95,15,consistent,opaque,738,692,2.868056362,7,,
3,餵,phsh,behavioral_naming-3-1Stim-136.wav,3,96,16,consistent,transparent,1908,410,3.28057837,5,,
3,狐,plsh,behavioral_naming-3-1Stim-137.wav,3,97,17,inconsistent,transparent,578,620,2.761927838,5,,
3,腋,phsh,behavioral_naming-3-1Stim-138.wav,3,98,18,consistent,transparent,405,525,2.607455023,3,,
3,偶,plsl,behavioral_naming-3-1Stim-139.wav,3,99,19,inconsistent,opaque,2552,524,3.40688067,9,,
3,野,plsl,behavioral_naming-3-1Stim-140.wav,3,100,20,inconsistent,opaque,3134,431,3.496098992,9,,
3,批,phsl,behavioral_naming-3-1Stim-141.wav,3,101,21,consistent,opaque,239027,568,5.378446961,10,,
3,醣,phsl,behavioral_naming-3-1Stim-142.wav,3,102,22,consistent,opaque,88,460,1.944482672,4,,
3,絹,phsh,behavioral_naming-3-1Stim-143.wav,3,103,23,consistent,transparent,139,579,2.1430148,6,,
3,謂,phsh,behavioral_naming-3-1Stim-144.wav,3,104,24,consistent,transparent,967,401,2.985426474,4,,
3,詐,plsl,behavioral_naming-3-1Stim-145.wav,3,105,25,inconsistent,opaque,448,479,2.651278014,11,,
3,淘,phsl,behavioral_naming-3-1Stim-146.wav,3,106,26,consistent,opaque,200,406,2.301029996,5,,
3,倫,phsl,behavioral_naming-3-1Stim-147.wav,3,107,27,consistent,opaque,2581,411,3.411788005,8,,
3,鋰,phsl,behavioral_naming-3-1Stim-148.wav,3,108,28,consistent,opaque,1369,763,3.136403448,10,,
3,輻,phsh,behavioral_naming-3-1Stim-149.wav,3,109,29,consistent,transparent,79,448,1.897627091,9,,
3,餅,plsl,behavioral_naming-3-1Stim-150.wav,3,110,30,inconsistent,opaque,3239,480,3.510410948,9,,
3,喧,phsh,behavioral_naming-3-1Stim-152.wav,3,112,32,consistent,transparent,43,394,1.633468456,5,,
3,缺,plsh,behavioral_naming-3-1Stim-153.wav,3,113,33,inconsistent,transparent,22209,419,4.346529004,6,,
3,憶,phsl,behavioral_naming-3-1Stim-154.wav,3,114,34,consistent,opaque,850,510,2.929418926,5,,
3,館,phsl,behavioral_naming-3-1Stim-155.wav,3,115,35,consistent,opaque,7111,405,3.851930679,8,,
3,跨,phsl,behavioral_naming-3-1Stim-156.wav,3,116,36,consistent,opaque,21329,576,4.328970494,5,,
3,楠,phsl,behavioral_naming-3-1Stim-157.wav,3,117,37,consistent,opaque,634,447,2.802089258,3,,
3,遛,phsl,behavioral_naming-3-1Stim-158.wav,3,118,38,consistent,opaque,63,567,1.799340549,5,,
3,矇,phsh,behavioral_naming-3-1Stim-159.wav,3,119,39,consistent,transparent,159,500,2.201397124,4,,
3,敏,plsh,behavioral_naming-3-1Stim-160.wav,3,120,40,inconsistent,transparent,1610,432,3.206825876,10,,
3,腐,phsl,behavioral_naming-3-1Stim-161.wav,4,121,1,consistent,opaque,168,553,2.225309282,3,,
3,鐳,phsl,behavioral_naming-3-1Stim-162.wav,4,122,2,consistent,opaque,147,557,2.167317335,3,,
3,誌,phsl,behavioral_naming-3-1Stim-163.wav,4,123,3,consistent,opaque,404,495,2.606381365,3,,
3,辭,plsh,behavioral_naming-3-1Stim-164.wav,4,124,4,inconsistent,transparent,4095,397,3.612253906,5,,
3,覓,plsh,behavioral_naming-3-1Stim-165.wav,4,125,5,inconsistent,transparent,2267,460,3.35545152,9,,
3,酷,plsh,behavioral_naming-3-1Stim-166.wav,4,126,6,inconsistent,transparent,2400,448,3.380211242,9,,
3,摺,phsl,behavioral_naming-3-1Stim-167.wav,4,127,7,consistent,opaque,143,462,2.155336037,3,,
3,映,plsl,behavioral_naming-3-1Stim-168.wav,4,128,8,inconsistent,opaque,845,560,2.926856709,8,,
3,醒,phsh,behavioral_naming-3-1Stim-169.wav,4,129,9,consistent,transparent,1483,415,3.171141151,4,,
3,棺,phsl,behavioral_naming-3-1Stim-170.wav,4,130,10,consistent,opaque,674,519,2.828659897,8,,
3,痣,phsh,behavioral_naming-3-1Stim-171.wav,4,131,11,consistent,transparent,184,459,2.264817823,3,,
3,噹,phsh,behavioral_naming-3-1Stim-172.wav,4,132,12,consistent,transparent,144,488,2.158362492,5,,
3,晏,plsh,behavioral_naming-3-1Stim-173.wav,4,133,13,inconsistent,transparent,531,734,2.725094521,8,,
3,煎,phsh,behavioral_naming-3-1Stim-174.wav,4,134,14,consistent,transparent,308,448,2.488550717,4,,
3,饌,plsl,behavioral_naming-3-1Stim-175.wav,4,135,15,inconsistent,opaque,20,486,1.301029996,3,,
3,拒,phsl,behavioral_naming-3-1Stim-176.wav,4,136,16,consistent,opaque,11072,661,4.044226077,8,,
3,錦,plsl,behavioral_naming-3-1Stim-177.wav,4,137,17,inconsistent,opaque,1059,454,3.02489596,4,,
3,溜,phsh,behavioral_naming-3-1Stim-178.wav,4,138,18,consistent,transparent,776,418,2.889861721,5,,
3,梗,plsl,behavioral_naming-3-1Stim-179.wav,4,139,19,inconsistent,opaque,103,464,2.012837225,6,,
3,符,phsl,behavioral_naming-3-1Stim-180.wav,4,140,20,consistent,opaque,3583,367,3.554246808,4,,
3,捷,phsl,behavioral_naming-3-1Stim-181.wav,4,141,21,consistent,opaque,5030,406,3.701567985,3,,
3,潭,phsh,behavioral_naming-3-1Stim-182.wav,4,142,22,consistent,transparent,532,432,2.725911632,4,,
3,殘,plsh,behavioral_naming-3-1Stim-183.wav,4,143,23,inconsistent,transparent,1398,401,3.145507171,10,,
3,熬,phsh,behavioral_naming-3-1Stim-184.wav,4,144,24,consistent,transparent,614,523,2.788168371,10,,
3,攤,phsh,behavioral_naming-3-1Stim-185.wav,4,145,25,consistent,transparent,3478,495,3.541329578,3,,
3,桿,plsl,behavioral_naming-3-1Stim-186.wav,4,146,26,inconsistent,opaque,50450,558,4.702861171,6,,
3,顫,plsh,behavioral_naming-3-1Stim-187.wav,4,147,27,inconsistent,transparent,118,466,2.071882007,7,,
3,慢,phsh,behavioral_naming-3-1Stim-188.wav,4,148,28,consistent,transparent,13189,424,4.120211868,8,,
3,尊,plsh,behavioral_naming-3-1Stim-189.wav,4,149,29,inconsistent,transparent,5764,402,3.760723972,5,,
3,幅,phsh,behavioral_naming-3-1Stim-190.wav,4,150,30,consistent,transparent,25457,358,4.405807223,9,,
3,掠,plsl,behavioral_naming-3-1Stim-191.wav,4,151,31,inconsistent,opaque,302,582,2.480006943,6,,
3,淹,phsh,behavioral_naming-3-1Stim-192.wav,4,152,32,consistent,transparent,3045,451,3.483587297,9,,
3,湖,phsh,behavioral_naming-3-1Stim-193.wav,4,153,33,consistent,transparent,7481,425,3.873959655,8,,
3,腦,phsh,behavioral_naming-3-1Stim-194.wav,4,154,34,consistent,transparent,7703,394,3.886659898,3,,
3,淨,plsl,behavioral_naming-3-1Stim-195.wav,4,155,35,inconsistent,opaque,9021,646,3.955254683,10,,
3,嫁,phsh,behavioral_naming-3-1Stim-196.wav,4,156,36,consistent,transparent,1726,460,3.237040791,3,,
3,灘,phsh,behavioral_naming-3-1Stim-197.wav,4,157,37,consistent,transparent,2952,369,3.470116353,3,,
3,殲,plsh,behavioral_naming-3-1Stim-198.wav,4,158,38,inconsistent,transparent,249,1005,2.396199347,5,,
